Ticker,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,VALE3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,B3SA3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3,ABEV3
Feature,Preço_Ação_R_Ajustado_Bruto_VALE3,Valor_de_Mercado_R_Milhão_VALE3,EV_R_Consolidado__Milhão_VALE3,Val_Merc_Vs_EV_VALE3,DdE_Patr_Liquido__Consolidado_VALE3,PL_Anos_Consolidado__Trimestre_VALE3,PVPA_x_Consolidado_VALE3,EVEBITDA_x_Consolidado__Trimestre_VALE3,PEbitda_x_Consolidado__Trimestre_VALE3,PSR_x_Consolidado__Trimestre_VALE3,Rec_Liquida_Operacionar_R_Consolidado__Trimestre__Milhão_VALE3,Lucro_Bruto_R_Consolidado__Trimestre__Milhão_VALE3,Margem_Bruta__Consolidado__Trimestre_VALE3,Lucro_EBIT_R_Consolidado__Trimestre__Milhão_VALE3,Margem_Ebit__Consolidado__Trimestre_VALE3,Ebitda_R_Consolidado__Trimestre__Milhão_VALE3,Lucro_Líquido_R_Consolidado__Trimestre__Milhão_VALE3,Margem_Líquida__Consolidado__Trimestre_VALE3,LPA_R_Consolidado__Trimestre__Unidade_VALE3,VPA_R_Consolidado__Unidade_VALE3,Ebitda_pAção_R_Consolidado__Trimestre__Unidade_VALE3,Ativo_Total_R_Consolidado__Milhão_VALE3,Patrimônio_Liquido_R_Consolidado__Milhão_VALE3,Dívida_Bruta_R_Consolidado__Milhão_VALE3,Dívida_Líquida_R_Consolidado__Milhão_VALE3,Caixa_RVALE3,Capital_de_Giro_R_Consolidado__Milhão_VALE3,Div_BrutaAtivo_Total__Consolidado_VALE3,Div_BrutaPatrim_Liquido__Consolidado_VALE3,EbitDIv_Bruta__Consolidado__Trimestre_VALE3,Div_LíquidaEbitda_x_Consolidado__Trimestre_VALE3,Div_CPDiv_Total__Consolidado_VALE3,Ações_Emitidas_Milhar_VALE3,Ações_Outstanding_Milhar_VALE3,Ações_Tesouraria_Milhar_VALE3,Ações_Outstanding_Média_Trimestre__Milhar_VALE3,Preço_Ação_R_Ajustado_Bruto_B3SA3,Valor_de_Mercado_R_Milhão_B3SA3,EV_R_Consolidado__Milhão_B3SA3,Val_Merc_Vs_EV_B3SA3,DdE_Patr_Liquido__Consolidado_B3SA3,PL_Anos_Consolidado__Trimestre_B3SA3,PVPA_x_Consolidado_B3SA3,EVEBITDA_x_Consolidado__Trimestre_B3SA3,PEbitda_x_Consolidado__Trimestre_B3SA3,PSR_x_Consolidado__Trimestre_B3SA3,Rec_Liquida_Operacionar_R_Consolidado__Trimestre__Milhão_B3SA3,Lucro_Bruto_R_Consolidado__Trimestre__Milhão_B3SA3,Margem_Bruta__Consolidado__Trimestre_B3SA3,Lucro_EBIT_R_Consolidado__Trimestre__Milhão_B3SA3,Margem_Ebit__Consolidado__Trimestre_B3SA3,Ebitda_R_Consolidado__Trimestre__Milhão_B3SA3,Lucro_Líquido_R_Consolidado__Trimestre__Milhão_B3SA3,Margem_Líquida__Consolidado__Trimestre_B3SA3,LPA_R_Consolidado__Trimestre__Unidade_B3SA3,VPA_R_Consolidado__Unidade_B3SA3,Ebitda_pAção_R_Consolidado__Trimestre__Unidade_B3SA3,Ativo_Total_R_Consolidado__Milhão_B3SA3,Patrimônio_Liquido_R_Consolidado__Milhão_B3SA3,Dívida_Bruta_R_Consolidado__Milhão_B3SA3,Dívida_Líquida_R_Consolidado__Milhão_B3SA3,Caixa_RB3SA3,Capital_de_Giro_R_Consolidado__Milhão_B3SA3,Div_BrutaAtivo_Total__Consolidado_B3SA3,Div_BrutaPatrim_Liquido__Consolidado_B3SA3,EbitDIv_Bruta__Consolidado__Trimestre_B3SA3,Div_LíquidaEbitda_x_Consolidado__Trimestre_B3SA3,Div_CPDiv_Total__Consolidado_B3SA3,Ações_Emitidas_Milhar_B3SA3,Ações_Outstanding_Milhar_B3SA3,Ações_Tesouraria_Milhar_B3SA3,Ações_Outstanding_Média_Trimestre__Milhar_B3SA3,Preço_Ação_R_Ajustado_Bruto_ABEV3,Valor_de_Mercado_R_Milhão_ABEV3,EV_R_Consolidado__Milhão_ABEV3,Val_Merc_Vs_EV_ABEV3,DdE_Patr_Liquido__Consolidado_ABEV3,PL_Anos_Consolidado__Trimestre_ABEV3,PVPA_x_Consolidado_ABEV3,EVEBITDA_x_Consolidado__Trimestre_ABEV3,PEbitda_x_Consolidado__Trimestre_ABEV3,PSR_x_Consolidado__Trimestre_ABEV3,Rec_Liquida_Operacionar_R_Consolidado__Trimestre__Milhão_ABEV3,Lucro_Bruto_R_Consolidado__Trimestre__Milhão_ABEV3,Margem_Bruta__Consolidado__Trimestre_ABEV3,Lucro_EBIT_R_Consolidado__Trimestre__Milhão_ABEV3,Margem_Ebit__Consolidado__Trimestre_ABEV3,Ebitda_R_Consolidado__Trimestre__Milhão_ABEV3,Lucro_Líquido_R_Consolidado__Trimestre__Milhão_ABEV3,Margem_Líquida__Consolidado__Trimestre_ABEV3,LPA_R_Consolidado__Trimestre__Unidade_ABEV3,VPA_R_Consolidado__Unidade_ABEV3,Ebitda_pAção_R_Consolidado__Trimestre__Unidade_ABEV3,Ativo_Total_R_Consolidado__Milhão_ABEV3,Patrimônio_Liquido_R_Consolidado__Milhão_ABEV3,Dívida_Bruta_R_Consolidado__Milhão_ABEV3,Dívida_Líquida_R_Consolidado__Milhão_ABEV3,Caixa_RABEV3,Capital_de_Giro_R_Consolidado__Milhão_ABEV3,Div_BrutaAtivo_Total__Consolidado_ABEV3,Div_BrutaPatrim_Liquido__Consolidado_ABEV3,EbitDIv_Bruta__Consolidado__Trimestre_ABEV3,Div_LíquidaEbitda_x_Consolidado__Trimestre_ABEV3,Div_CPDiv_Total__Consolidado_ABEV3,Ações_Emitidas_Milhar_ABEV3,Ações_Outstanding_Milhar_ABEV3,Ações_Tesouraria_Milhar_ABEV3,Ações_Outstanding_Média_Trimestre__Milhar_ABEV3
Unnamed: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
