date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,adjClose,PX_VOLUME,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,Price to Book,Total Current Liabilities,Current Market Cap,Number of Employees,Return on Assets,Profit Margin,Return on Common Equity,Current Ratio,Dividend Payout Ratio,Price to Earnings Ratio,Capital Expenditures,Total Debt to Total Assets,Operating Margin,Return on Capital,Short and Long Term Debt,Cash & ST Investment / Share,Estimated EBITDA,Estimated Sales
2023-10-03,30.58,30.82,30.28,30.58,27.23,37636800,37636800,0.0,0.0,30.57,"October 03, 23",0.0,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-04,30.25,30.35,29.16,29.37,26.15,88012200,88012200,-0.88227,-2.91,29.78,"October 04, 23",-0.0291,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-05,29.27,29.66,29.07,29.47,26.24,35239300,35239300,0.19806,0.68329,29.37,"October 05, 23",0.0068329,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-06,29.35,30.45,29.11,30.17,26.86,47913000,47913000,0.81925,2.79,29.77,"October 06, 23",0.0279,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-09,30.74,31.58,30.7,31.46,28.01,77277696,77277696,0.72022,2.34,31.12,"October 09, 23",0.0234,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-10,31.42,31.82,31.28,31.7,28.23,48142800,48142800,0.27909,0.89115,31.56,"October 10, 23",0.0089115,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-11,31.64,31.73,31.05,31.62,28.16,41302800,41302800,-0.01800537,-0.06321113,31.51,"October 11, 23",-0.0006321113,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-13,32.22,32.73,32.21,32.66,29.08,66759400,66759400,0.44114,1.37,32.46,"October 13, 23",0.0137,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-16,32.77,33.13,32.37,33.02,29.4,49442000,49442000,0.25208,0.76289,32.82,"October 16, 23",0.0076289,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-17,33.04,33.91,32.98,33.91,30.19,68353504,68353504,0.87327,2.63,33.46,"October 17, 23",0.0263,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-18,34.2,34.76,34.13,34.68,30.88,85736896,85736896,0.47715,1.4,34.44,"October 18, 23",0.014,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-19,34.53,34.63,34.14,34.52,30.74,55886400,55886400,-0.01800537,-0.02896032,34.46,"October 19, 23",-0.0002896032,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-20,34.83,34.98,33.66,34.08,30.35,65992700,65992700,-0.75623,-2.15,34.39,"October 20, 23",-0.0215,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-23,32.94,33.13,31.74,31.82,28.33,103829000,103829000,-1.12,-3.4,32.41,"October 23, 23",-0.034,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-24,32.09,32.58,31.66,32.3,28.76,78505600,78505600,0.20706,0.65441,32.16,"October 24, 23",0.0065441,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-25,32.48,32.66,32.18,32.47,28.91,32741100,32741100,-0.00900269,-0.03078818,32.45,"October 25, 23",-0.0003078818,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-26,32.27,32.35,31.64,32.14,28.62,47626000,47626000,-0.13504,-0.40285,32.1,"October 26, 23",-0.0040285,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-27,32.6,32.82,31.66,31.91,28.41,45723300,45723300,-0.69321,-2.12,32.25,"October 27, 23",-0.0212,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-30,32.03,32.16,31.38,31.58,28.12,31224800,31224800,-0.45014,-1.4,31.79,"October 30, 23",-0.014,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-10-31,31.52,31.67,31.05,31.28,27.85,36755800,36755800,-0.24307,-0.76142,31.38,"October 31, 23",-0.0076142,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-01,31.53,32.0,31.42,31.62,28.16,45902900,45902900,0.09002876,0.28544,31.64,"November 01, 23",0.0028544,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-03,32.22,32.31,31.55,32.0,28.49,30847300,30847300,-0.22507,-0.68281,32.02,"November 03, 23",-0.0068281,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-06,32.18,32.53,31.97,31.97,28.47,33583600,33583600,-0.20706,-0.65258,32.16,"November 06, 23",-0.0065258,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-07,31.57,31.89,31.2,31.44,28.0,48919900,48919900,-0.13504,-0.41178,31.53,"November 07, 23",-0.0041178,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-08,31.15,31.33,30.53,30.76,27.39,59742900,59742900,-0.38712,-1.25,30.94,"November 08, 23",-0.0125,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-09,31.06,31.64,30.93,31.4,27.96,56231100,56231100,0.34211,1.09,31.26,"November 09, 23",0.0109,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-10,31.2,31.56,31.07,31.26,27.84,40004800,40004800,0.05401611,0.19231,31.27,"November 10, 23",0.0019231,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-13,31.22,32.18,31.21,32.13,28.61,44120000,44120000,0.90928,2.91,31.69,"November 13, 23",0.0291,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-14,32.13,32.63,31.95,32.57,29.0,50888600,50888600,0.44114,1.37,32.32,"November 14, 23",0.0137,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-16,32.39,32.85,31.96,32.0,28.49,72361200,72361200,-0.38712,-1.2,32.3,"November 16, 23",-0.012,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-17,32.26,33.24,32.25,33.05,29.43,85895400,85895400,0.79224,2.45,32.7,"November 17, 23",0.0245,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-20,33.1,33.51,32.65,33.08,29.46,67796896,67796896,-0.02700806,-0.06042296,33.08,"November 20, 23",-0.0006042296,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-21,32.9,32.9,32.33,32.86,29.26,49597800,49597800,-0.03601074,-0.12158,32.75,"November 21, 23",-0.0012158,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-22,32.62,32.86,32.01,32.86,30.52,58578300,58578300,0.24302,0.73574,32.59,"November 22, 23",0.0073574,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-23,32.84,32.95,32.54,32.87,30.53,24068100,24068100,0.03738785,0.09135201,32.8,"November 23, 23",0.0009135201,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-24,32.7,33.48,32.44,32.97,30.62,53456200,53456200,0.27106,0.82569,32.9,"November 24, 23",0.0082569,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-27,32.71,33.09,32.48,32.78,30.45,36996000,36996000,0.06542969,0.214,32.77,"November 27, 23",0.00214,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-28,32.87,33.29,32.85,33.28,30.91,36875900,36875900,0.40192,1.25,33.07,"November 28, 23",0.0125,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-29,33.56,33.68,32.66,32.93,30.59,37528600,37528600,-0.62625,-1.88,33.21,"November 29, 23",-0.0188,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-11-30,33.14,33.57,32.94,33.57,31.18,58808800,58808800,0.42062,1.3,33.31,"November 30, 23",0.013,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-01,33.39,33.65,33.21,33.34,30.97,36388100,36388100,-0.04673767,-0.14975,33.4,"December 01, 23",-0.0014975,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-04,33.13,33.23,32.57,32.63,30.31,35601900,35601900,-0.49539,-1.51,32.89,"December 04, 23",-0.0151,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-05,32.64,32.87,32.42,32.48,30.17,43234200,43234200,-0.1589,-0.4902,32.6,"December 05, 23",-0.004902,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-06,32.29,32.53,31.31,31.31,29.08,64179200,64179200,-0.98144,-3.03,31.86,"December 06, 23",-0.0303,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-07,31.45,31.95,30.88,31.24,29.02,64723900,64723900,-0.21498,-0.66773,31.38,"December 07, 23",-0.0066773,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-08,31.51,32.28,31.29,32.24,29.94,53290700,53290700,0.72907,2.32,31.83,"December 08, 23",0.0232,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-11,32.21,32.42,32.0,32.12,29.83,30613300,30613300,-0.09346771,-0.27942,32.19,"December 11, 23",-0.0027942,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-12,32.29,32.34,31.59,31.85,29.58,30371500,30371500,-0.43931,-1.36,32.02,"December 12, 23",-0.0136,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-13,31.98,32.36,31.91,32.31,30.01,38992900,38992900,0.33649,1.03,32.14,"December 13, 23",0.0103,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-14,32.71,33.41,32.57,33.01,30.66,57950000,57950000,0.2991,0.91715,32.92,"December 14, 23",0.0091715,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-15,32.98,33.45,32.71,33.09,30.73,56299400,56299400,0.11216,0.33354,33.06,"December 15, 23",0.0033354,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-18,33.42,33.93,33.26,33.5,31.11,44474300,44474300,0.0841217,0.23938,33.53,"December 18, 23",0.0023938,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-19,33.61,33.88,33.47,33.88,31.47,32183000,32183000,0.27106,0.80333,33.71,"December 19, 23",0.0080333,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-20,34.0,34.34,33.92,34.0,31.58,38947900,38947900,0.00934601,0.0,34.07,"December 20, 23",0.0,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-21,34.28,34.28,33.71,34.01,31.59,30511900,30511900,-0.26171,-0.78763,34.07,"December 21, 23",-0.0078763,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-22,34.12,34.4,34.0,34.34,31.89,31234700,31234700,0.22433,0.64478,34.22,"December 22, 23",0.0064478,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-26,34.45,34.93,34.43,34.89,32.41,23466800,23466800,0.43931,1.28,34.67,"December 26, 23",0.0128,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-27,34.88,34.99,34.71,34.92,32.43,19588500,19588500,0.03738785,0.11468,34.88,"December 27, 23",0.0011468,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2023-12-28,34.8,34.92,34.62,34.81,32.33,21421900,21421900,0.00934601,0.02873563,34.79,"December 28, 23",0.0002873563,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-02,35.0,35.42,34.96,35.31,32.8,24043800,24043800,0.3178,0.88571,35.17,"January 02, 24",0.0088571,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-03,35.33,36.57,35.21,36.42,33.83,52300200,52300200,1.08,3.09,35.88,"January 03, 24",0.0309,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-04,36.57,36.78,36.0,36.11,33.54,45344900,45344900,-0.458,-1.26,36.36,"January 04, 24",-0.0126,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-05,36.33,36.58,35.9,36.19,33.61,35783700,35783700,-0.1402,-0.38536,36.25,"January 05, 24",-0.0038536,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-08,35.87,35.92,35.15,35.92,33.36,35158100,35158100,0.04673767,0.13939,35.72,"January 08, 24",0.0013939,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-09,36.14,36.22,35.55,35.61,33.07,27279000,27279000,-0.53278,-1.47,35.88,"January 09, 24",-0.0147,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-10,35.61,35.77,35.06,35.29,32.78,27382000,27382000,-0.32714,-0.89862,35.43,"January 10, 24",-0.0089862,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-11,35.5,35.66,35.24,35.58,33.05,26564400,26564400,0.0841217,0.22535,35.5,"January 11, 24",0.0022535,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-12,35.99,36.2,35.68,35.68,33.14,24479500,24479500,-0.30845,-0.86135,35.89,"January 12, 24",-0.0086135,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-15,35.51,36.1,35.39,36.06,33.49,13818300,13818300,0.55148,1.55,35.77,"January 15, 24",0.0155,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-16,36.09,36.26,35.59,35.61,33.07,31277700,31277700,-0.4767,-1.33,35.89,"January 16, 24",-0.0133,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-17,35.49,35.66,35.35,35.41,32.89,27577300,27577300,-0.08412552,-0.22542,35.48,"January 17, 24",-0.0022542,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
2024-01-18,35.65,35.65,35.11,35.27,32.76,22987200,22987200,-0.38323,-1.07,35.42,"January 18, 24",-0.0107,1.2030387081697114,33860000000,534243522052,46730,0.11463741609733401,0.24298645626849202,0.3166588193375158,0.9582102776137035,0.7904677704549108,5.2000003,-12114000000,0.11277163272169423,0.39625,0.21436953828183422,62600000000,1.193799205762501,223582994432,102409000000.0
